basis F_compressed_cl F_original_cl F_prc_cl F_total F_patt_cl F_nb_patts F_residuals_cl F_nb_residuals F_nb_simple F_nb_concat F_nb_nested F_nb_other F_nbO_>3 F_nbO_max F_nbO_mean F_nbO_median F_nbOdup_>3 F_nbOdup_max F_nbOdup_mean F_nbOdup_median F_r_>3 F_r_max F_r_mean F_r_median F_nb_cands F_time S_compressed_cl S_original_cl S_prc_cl S_total S_patt_cl S_nb_patts S_residuals_cl S_nb_residuals S_nb_simple S_nb_concat S_nb_nested S_nb_other S_nbO_>3 S_nbO_max S_nbO_mean S_nbO_median S_nbOdup_>3 S_nbOdup_max S_nbOdup_mean S_nbOdup_median S_r_>3 S_r_max S_r_mean S_r_median S_nb_cands S_time V_compressed_cl V_original_cl V_prc_cl V_total V_patt_cl V_nb_patts V_residuals_cl V_nb_residuals V_nb_simple V_nb_concat V_nb_nested V_nb_other V_nbO_>3 V_nbO_max V_nbO_mean V_nbO_median V_nbOdup_>3 V_nbOdup_max V_nbOdup_mean V_nbOdup_median V_r_>3 V_r_max V_r_mean V_r_median V_nb_cands V_time H_compressed_cl H_original_cl H_prc_cl H_total H_patt_cl H_nb_patts H_residuals_cl H_nb_residuals H_nb_simple H_nb_concat H_nb_nested H_nb_other H_nbO_>3 H_nbO_max H_nbO_mean H_nbO_median H_nbOdup_>3 H_nbOdup_max H_nbOdup_mean H_nbOdup_median H_r_>3 H_r_max H_r_mean H_r_median H_nb_cands H_time V+H_compressed_cl V+H_original_cl V+H_prc_cl V+H_total V+H_patt_cl V+H_nb_patts V+H_residuals_cl V+H_nb_residuals V+H_nb_simple V+H_nb_concat V+H_nb_nested V+H_nb_other V+H_nbO_>3 V+H_nbO_max V+H_nbO_mean V+H_nbO_median V+H_nbOdup_>3 V+H_nbOdup_max V+H_nbOdup_mean V+H_nbOdup_median V+H_r_>3 V+H_r_max V+H_r_mean V+H_r_median V+H_nb_cands V+H_time evNbO_>10 evNbO_max evNbO_mean evNbO_median nb_rounds size_ABC size_O size_T runtime_cycles runtime_combine runtime_mining
UbiqLog_23_F_IS_rel_v01 30155.553812 83287.60942 36.206531 139.0 21517.861074 139.0 8637.692738 471.0 127.0 12.0 0 0 132 2940 34.7482014388 6.0 132 2940 34.7482014388 6.0 125 980 20.2877697842 6.0 3089 23.659279 32044.30308 83287.60942 38.474274 143.0 22896.918615 143.0 9147.384465 500.0 143.0 0 0 0 133 980 33.5034965035 6.0 133 980 33.5034965035 6.0 133 980 33.5034965035 6.0 2479 23.134355 32044.30308 83287.60942 38.474274 143.0 22896.918615 143.0 9147.384465 500.0 143.0 0 0 0 133 980 33.5034965035 6.0 133 980 33.5034965035 6.0 133 980 33.5034965035 6.0 2482 23.418974 30155.553812 83287.60942 36.206531 139.0 21517.861074 139.0 8637.692738 471.0 127.0 12.0 0 0 132 2940 34.7482014388 6.0 132 2940 34.7482014388 6.0 125 980 20.2877697842 6.0 3086 23.606626 30155.553812 83287.60942 36.206531 139.0 21517.861074 139.0 8637.692738 471.0 127.0 12.0 0 0 132 2940 34.7482014388 6.0 132 2940 34.7482014388 6.0 125 980 20.2877697842 6.0 3089 23.38744 23 991 229.304347826 83.0 2 23 5274 5273 36.218289 100.7391 160.616668
UbiqLog_24_F_ISE_abs_v01 559639.020036 1566364.03232 35.728541 2647.0 422920.146934 2647.0 136718.873102 5825.0 1309.0 1338.0 0 0 2342 546 28.1001133359 9.0 2342 546 28.1001133359 9.0 2156 142 9.76766150359 5.0 132844 394.441452 841052.424212 1566364.03232 53.69457 5313.0 652335.818873 5313.0 188716.605339 8285.0 5313.0 0 0 0 4723 142 12.5996612084 5.0 4723 142 12.5996612084 5.0 4723 142 12.5996612084 5.0 80662 618.975823 841242.966538 1566364.03232 53.706734 5312.0 651910.746464 5312.0 189332.220074 8315.0 5306.0 0 6.0 0 4722 142 12.5961972892 5.0 4722 142 12.5961972892 5.0 4722 142 12.5871611446 5.0 80786 611.624332 558998.048399 1566364.03232 35.68762 2647.0 422873.961522 2647.0 136124.086877 5796.0 1308.0 1339.0 0 0 2342 546 28.1042689838 9.0 2342 546 28.1042689838 9.0 2156 142 9.7661503589 5.0 132047 423.889341 558998.048399 1566364.03232 35.68762 2647.0 422873.961522 2647.0 136124.086877 5796.0 1308.0 1339.0 0 0 2342 546 28.1042689838 9.0 2342 546 28.1042689838 9.0 2156 142 9.7661503589 5.0 132171 426.196318 136 4567 543.536764706 41.0 4 136 73921 72563 1372.312009 7624.045996 9390.799457
UbiqLog_24_F_IS_rel_v01 284736.267009 998823.422028 28.507168 1088.0 222209.121231 1088.0 62527.145778 2688.0 1021.0 65.0 2.0 0 959 35300 45.1599264706 6.0 959 35300 45.1599264706 6.0 924 7060 18.9402573529 5.0 19929 1978.892889 311878.704438 998823.422028 31.224609 1113.0 247092.689989 1113.0 64786.014449 2781.0 1113.0 0 0 0 960 7060 44.042228212 5.0 960 7060 44.042228212 5.0 960 7060 44.042228212 5.0 17510 1957.803339 311812.70326 998823.422028 31.218001 1119.0 247442.404122 1119.0 64370.299138 2761.0 1117.0 0 2.0 0 963 7060 43.8310991957 5.0 963 7060 43.8310991957 5.0 963 7060 43.8150134048 5.0 17537 1960.665606 284786.558603 998823.422028 28.512203 1086.0 222092.74932 1086.0 62693.809283 2696.0 1021.0 65.0 0 0 960 35300 45.2375690608 6.0 960 35300 45.2375690608 6.0 925 7060 18.985267035 5.0 19893 1970.74144 284736.267009 998823.422028 28.507168 1088.0 222209.121231 1088.0 62527.145778 2688.0 1021.0 65.0 2.0 0 959 35300 45.1599264706 6.0 959 35300 45.1599264706 6.0 924 7060 18.9402573529 5.0 19920 1983.255135 67 7069 770.686567164 48.0 3 67 51636 51635 447.62858 12053.862642 14480.384111
UbiqLog_25_F_ISE_abs_v01 5564.738489 6599.014603 84.32681 36.0 2321.914524 36.0 3242.823965 194.0 31.0 5.0 0 0 31 17 6.22222222222 5.0 31 17 6.22222222222 5.0 31 17 5.44444444444 4.5 481 0.042439 5643.751663 6599.014603 85.524158 41.0 2415.372331 41.0 3228.379332 193.0 41.0 0 0 0 36 17 5.48780487805 5.0 36 17 5.48780487805 5.0 36 17 5.48780487805 5.0 442 0.043212 5643.751663 6599.014603 85.524158 41.0 2415.372331 41.0 3228.379332 193.0 41.0 0 0 0 36 17 5.48780487805 5.0 36 17 5.48780487805 5.0 36 17 5.48780487805 5.0 443 0.041182 5564.738489 6599.014603 84.32681 36.0 2321.914524 36.0 3242.823965 194.0 31.0 5.0 0 0 31 17 6.22222222222 5.0 31 17 6.22222222222 5.0 31 17 5.44444444444 4.5 479 0.040875 5564.738489 6599.014603 84.32681 36.0 2321.914524 36.0 3242.823965 194.0 31.0 5.0 0 0 31 17 6.22222222222 5.0 31 17 6.22222222222 5.0 31 17 5.44444444444 4.5 480 0.042903 10 211 41.3 23.0 3 10 413 11391 1.589924 0.279221 1.911584
UbiqLog_25_F_IS_rel_v01 1800.867233 3896.251551 46.220507 9.0 1370.201112 9.0 430.666122 34.0 9.0 0 0 0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 111 0.370025 1800.867233 3896.251551 46.220507 9.0 1370.201112 9.0 430.666122 34.0 9.0 0 0 0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 100 0.372607 1800.867233 3896.251551 46.220507 9.0 1370.201112 9.0 430.666122 34.0 9.0 0 0 0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 100 0.373954 1800.867233 3896.251551 46.220507 9.0 1370.201112 9.0 430.666122 34.0 9.0 0 0 0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 111 0.373179 1800.867233 3896.251551 46.220507 9.0 1370.201112 9.0 430.666122 34.0 9.0 0 0 0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 9 211 37.5555555556 12.0 111 0.370825 6 211 62.0 33.5 2 6 372 371 1.425086 1.745495 3.540606
UbiqLog_26_F_ISE_abs_v01 197816.738764 486633.158634 40.650074 982.0 146014.672638 982.0 51802.066126 2317.0 296.0 686.0 0 0 856 336 24.3116089613 15.0 856 336 24.3116089613 15.0 796 73 7.82892057026 5.0 53594 55.046864 309454.241911 486633.158634 63.590866 2206.0 226309.032793 2206.0 83145.209117 3871.0 2206.0 0 0 0 1921 73 9.33499546691 5.0 1921 73 9.33499546691 5.0 1921 73 9.33499546691 5.0 32157 75.443608 309454.241911 486633.158634 63.590866 2206.0 226309.032793 2206.0 83145.209117 3871.0 2206.0 0 0 0 1921 73 9.33499546691 5.0 1921 73 9.33499546691 5.0 1921 73 9.33499546691 5.0 32157 79.685956 197816.738764 486633.158634 40.650074 982.0 146014.672638 982.0 51802.066126 2317.0 296.0 686.0 0 0 856 336 24.3116089613 15.0 856 336 24.3116089613 15.0 796 73 7.82892057026 5.0 53594 55.161065 197816.738764 486633.158634 40.650074 982.0 146014.672638 982.0 51802.066126 2317.0 296.0 686.0 0 0 856 336 24.3116089613 15.0 856 336 24.3116089613 15.0 796 73 7.82892057026 5.0 53594 55.463191 61 2240 391.131147541 48.0 2 61 23859 68872 276.7918 533.300832 865.139496
UbiqLog_26_F_IS_rel_v01 60913.581097 235133.349855 25.905973 167.0 45759.097936 167.0 15154.483161 730.0 154.0 13.0 0 0 156 2975 79.5808383234 6.0 156 2975 79.5808383234 6.0 148 2975 79.1916167665 5.0 2968 245.263043 61256.86718 235133.349855 26.051969 171.0 45464.506078 171.0 15792.361101 761.0 171.0 0 0 0 156 2975 77.514619883 5.0 156 2975 77.514619883 5.0 156 2975 77.514619883 5.0 2699 244.507111 61256.86718 235133.349855 26.051969 171.0 45464.506078 171.0 15792.361101 761.0 171.0 0 0 0 156 2975 77.514619883 5.0 156 2975 77.514619883 5.0 156 2975 77.514619883 5.0 2699 250.186854 60913.581097 235133.349855 25.905973 167.0 45759.097936 167.0 15154.483161 730.0 154.0 13.0 0 0 156 2975 79.5808383234 6.0 156 2975 79.5808383234 6.0 148 2975 79.1916167665 5.0 2968 246.741072 60913.581097 235133.349855 25.905973 167.0 45759.097936 167.0 15154.483161 730.0 154.0 13.0 0 0 156 2975 79.5808383234 6.0 156 2975 79.5808383234 6.0 148 2975 79.1916167665 5.0 2968 248.320037 27 2975 518.333333333 68.0 2 27 13995 13994 99.860114 1608.912483 1954.03564
UbiqLog_27_F_ISE_abs_v01 325774.389924 560681.781648 58.103259 1789.0 187607.504168 1789.0 138166.885756 5845.0 732.0 1053.0 0 4.0 1313 174 12.4443823365 6.0 1313 174 12.4443823365 6.0 781 29 4.01732811627 3.0 83785 121.53773 438767.871207 560681.781648 78.256131 4194.0 264165.302682 4194.0 174602.568524 7516.0 4194.0 0 0 0 2538 29 4.24988078207 4.0 2538 29 4.24988078207 4.0 2538 29 4.24988078207 4.0 46362 221.466461 437645.758227 560681.781648 78.055998 4162.0 264448.273185 4162.0 173197.485043 7450.0 4134.0 0 28.0 0 2544 29 4.29913503123 4.0 2544 29 4.29913503123 4.0 2542 29 4.24627582893 4.0 46403 218.293197 325913.815823 560681.781648 58.128127 1787.0 188032.480727 1787.0 137881.335095 5832.0 731.0 1056.0 0 0 1306 174 12.5047565753 6.0 1306 174 12.5047565753 6.0 781 29 4.03301622832 3.0 83466 122.322067 325926.40768 560681.781648 58.130372 1782.0 187714.763542 1782.0 138211.644138 5846.0 726.0 1055.0 1.0 0 1306 174 12.5286195286 6.0 1306 174 12.5286195286 6.0 781 29 4.03479236813 3.0 83507 123.337561 156 919 160.474358974 48.5 3 156 25034 79156 232.592381 1608.379022 1962.509133
UbiqLog_27_F_IS_rel_v01 203901.117521 361470.511925 56.408783 1420.0 126036.945808 1420.0 77864.171714 3679.0 1085.0 334.0 1.0 0 1116 1030 10.6302816901 5.0 1116 1030 10.6302816901 5.0 968 227 6.12887323944 4.0 36454 52.379548 229552.1255 361470.511925 63.505077 1781.0 150946.513652 1781.0 78605.611848 3700.0 1781.0 0 0 0 1317 253 8.41605839416 4.0 1317 253 8.41605839416 4.0 1317 253 8.41605839416 4.0 22617 43.987455 229499.131093 361470.511925 63.490416 1779.0 150893.519245 1779.0 78605.611848 3700.0 1778.0 0 1.0 0 1315 253 8.42551995503 4.0 1315 253 8.42551995503 4.0 1315 253 8.41877459247 4.0 22620 44.910847 203920.856779 361470.511925 56.414244 1416.0 126056.279378 1416.0 77864.577401 3681.0 1077.0 339.0 0 0 1121 1030 10.6673728814 5.0 1121 1030 10.6673728814 5.0 971 227 6.13771186441 4.0 36440 52.007129 203901.117521 361470.511925 56.408783 1420.0 126036.945808 1420.0 77864.171714 3679.0 1085.0 334.0 1.0 0 1116 1030 10.6302816901 5.0 1116 1030 10.6302816901 5.0 968 227 6.12887323944 4.0 36443 52.207903 109 1289 168.862385321 56.0 3 109 18406 18405 143.002065 297.885925 493.267538
UbiqLog_28_F_ISE_abs_v01 528684.473861 934544.69804 56.571342 3540.0 351536.634326 3540.0 177147.839534 7654.0 2607.0 932.0 0 1.0 2877 177 10.109039548 6.0 2877 177 10.109039548 6.0 2484 177 8.63192090395 4.0 108603 420.37254 549595.066354 934544.69804 58.808858 4261.0 361728.322486 4261.0 187866.743868 8104.0 4261.0 0 0 0 3137 177 8.20370804975 4.0 3137 177 8.20370804975 4.0 3137 177 8.20370804975 4.0 65861 289.391478 549623.028907 934544.69804 58.81185 4255.0 361542.315995 4255.0 188080.712912 8113.0 4250.0 0 5.0 0 3131 177 8.21574618096 4.0 3131 177 8.21574618096 4.0 3131 177 8.20540540541 4.0 66002 293.363802 528707.535785 934544.69804 56.573809 3542.0 351504.221479 3542.0 177203.314306 7655.0 2609.0 933.0 0 0 2872 177 10.1027667984 6.0 2872 177 10.1027667984 6.0 2483 177 8.62732919255 4.0 108162 418.708901 528715.429928 934544.69804 56.574654 3543.0 351512.115623 3543.0 177203.314306 7655.0 2612.0 930.0 1.0 0 2873 177 10.099915326 6.0 2873 177 10.099915326 6.0 2484 177 8.6265876376 4.0 108303 421.409166 111 4967 385.873873874 79.0 3 111 42832 103996 423.882708 2699.726042 3543.98129
UbiqLog_28_F_IS_rel_v01 421935.174403 782479.86495 53.922816 2320.0 297392.912223 2320.0 124542.262179 5689.0 2012.0 308.0 0 0 2085 998 14.6004310345 5.0 2085 998 14.6004310345 5.0 1997 998 13.9525862069 5.0 56366 214.178482 425270.961802 782479.86495 54.349125 2537.0 297927.219182 2537.0 127343.74262 5810.0 2537.0 0 0 0 2230 998 13.2676389436 5.0 2230 998 13.2676389436 5.0 2230 998 13.2676389436 5.0 38929 153.33814 425270.961802 782479.86495 54.349125 2537.0 297927.219182 2537.0 127343.74262 5810.0 2537.0 0 0 0 2230 998 13.2676389436 5.0 2230 998 13.2676389436 5.0 2230 998 13.2676389436 5.0 38929 161.696099 421935.174403 782479.86495 53.922816 2320.0 297392.912223 2320.0 124542.262179 5689.0 2012.0 308.0 0 0 2085 998 14.6004310345 5.0 2085 998 14.6004310345 5.0 1997 998 13.9525862069 5.0 56366 220.528221 421935.174403 782479.86495 53.922816 2320.0 297392.912223 2320.0 124542.262179 5689.0 2012.0 308.0 0 0 2085 998 14.6004310345 5.0 2085 998 14.6004310345 5.0 1997 998 13.9525862069 5.0 56366 216.156229 79 5002 495.721518987 99.0 2 79 39162 39161 373.923048 1126.298178 1714.399708
UbiqLog_29_F_ISE_abs_v01 178260.884416 352049.834156 50.635128 963.0 111512.935594 963.0 66747.948821 2932.0 349.0 614.0 0 0 787 120 16.3925233645 12.0 787 120 16.3925233645 12.0 670 24 4.84839044652 4.0 56971 49.718875 262784.289465 352049.834156 74.64406 2389.0 167455.037774 2389.0 95329.251691 4299.0 2389.0 0 0 0 1755 24 5.17957304311 4.0 1755 24 5.17957304311 4.0 1755 24 5.17957304311 4.0 32826 84.937783 262784.289465 352049.834156 74.64406 2389.0 167455.037774 2389.0 95329.251691 4299.0 2389.0 0 0 0 1755 24 5.17957304311 4.0 1755 24 5.17957304311 4.0 1755 24 5.17957304311 4.0 32851 86.580219 178132.254043 352049.834156 50.598591 970.0 111651.615706 970.0 66480.638337 2919.0 358.0 612.0 0 0 787 120 16.2237113402 12.0 787 120 16.2237113402 12.0 669 24 4.83917525773 4.0 56797 49.831517 178132.254043 352049.834156 50.598591 970.0 111651.615706 970.0 66480.638337 2919.0 358.0 612.0 0 0 787 120 16.2237113402 12.0 787 120 16.2237113402 12.0 669 24 4.83917525773 4.0 56822 48.974837 80 1093 205.75 41.5 3 80 16460 88050 152.849003 818.390844 1020.958722
UbiqLog_29_F_IS_rel_v01 64368.552181 206150.666776 31.224033 282.0 45195.525461 282.0 19173.026719 921.0 262.0 20.0 0 0 234 8275 39.2624113475 5.0 234 8275 39.2624113475 5.0 220 1655 15.5531914894 5.0 5516 109.90913 72233.813726 206150.666776 35.039331 287.0 52325.736772 287.0 19908.076954 956.0 287.0 0 0 0 230 1655 38.4529616725 5.0 230 1655 38.4529616725 5.0 230 1655 38.4529616725 5.0 4609 108.883651 72233.813726 206150.666776 35.039331 287.0 52325.736772 287.0 19908.076954 956.0 287.0 0 0 0 230 1655 38.4529616725 5.0 230 1655 38.4529616725 5.0 230 1655 38.4529616725 5.0 4611 109.786153 64368.552181 206150.666776 31.224033 282.0 45195.525461 282.0 19173.026719 921.0 262.0 20.0 0 0 234 8275 39.2624113475 5.0 234 8275 39.2624113475 5.0 220 1655 15.5531914894 5.0 5514 111.261052 64368.552181 206150.666776 31.224033 282.0 45195.525461 282.0 19173.026719 921.0 262.0 20.0 0 0 234 8275 39.2624113475 5.0 234 8275 39.2624113475 5.0 220 1655 15.5531914894 5.0 5516 110.138342 43 1655 278.465116279 31.0 2 43 11974 11973 90.728646 464.518143 665.155919
UbiqLog_2_F_ISE_abs_v01 225345.709776 485405.571321 46.424212 1134.0 148279.360469 1134.0 77066.349307 2931.0 457.0 676.0 0 1.0 917 315 16.6366843034 8.0 917 315 16.6366843034 8.0 709 60 5.98148148148 4.0 53381 56.098862 322518.748104 485405.571321 66.443149 2325.0 218169.198208 2325.0 104349.549897 4061.0 2325.0 0 0 0 1854 60 6.98838709677 5.0 1854 60 6.98838709677 5.0 1854 60 6.98838709677 5.0 30299 79.65907 322299.579362 485405.571321 66.397998 2327.0 218120.371742 2327.0 104179.20762 4054.0 2321.0 0 6.0 0 1855 60 6.98839707778 5.0 1855 60 6.98839707778 5.0 1855 60 6.96691018479 5.0 30321 74.66859 225305.88798 485405.571321 46.416008 1135.0 148324.354487 1135.0 76981.533492 2928.0 458.0 677.0 0 0 918 315 16.6105726872 8.0 918 315 16.6105726872 8.0 710 60 5.98325991189 4.0 53110 54.653244 225305.88798 485405.571321 46.416008 1135.0 148324.354487 1135.0 76981.533492 2928.0 458.0 677.0 0 0 918 315 16.6105726872 8.0 918 315 16.6105726872 8.0 710 60 5.98325991189 4.0 53132 55.578852 107 1079 185.439252336 54.0 3 107 19842 546993 172.254773 585.882895 814.23653
UbiqLog_2_F_IS_rel_v01 103753.069674 249331.691329 41.612468 552.0 70503.06345 552.0 33250.006224 1616.0 469.0 83.0 0 0 454 5673 22.4420289855 5.0 454 5673 22.4420289855 5.0 397 1891 14.9963768116 4.0 10854 121.065965 110476.458235 249331.691329 44.309032 584.0 74411.140312 584.0 36065.317923 1749.0 584.0 0 0 0 443 1891 20.9589041096 5.0 443 1891 20.9589041096 5.0 443 1891 20.9589041096 5.0 8244 120.175189 110476.458235 249331.691329 44.309032 584.0 74411.140312 584.0 36065.317923 1749.0 584.0 0 0 0 443 1891 20.9589041096 5.0 443 1891 20.9589041096 5.0 443 1891 20.9589041096 5.0 8247 118.553664 103753.069674 249331.691329 41.612468 552.0 70503.06345 552.0 33250.006224 1616.0 469.0 83.0 0 0 454 5673 22.4420289855 5.0 454 5673 22.4420289855 5.0 397 1891 14.9963768116 4.0 10851 121.323631 103753.069674 249331.691329 41.612468 552.0 70503.06345 552.0 33250.006224 1616.0 469.0 83.0 0 0 454 5673 22.4420289855 5.0 454 5673 22.4420289855 5.0 397 1891 14.9963768116 4.0 10854 127.434398 49 1891 283.816326531 80.0 2 49 13907 13906 113.544551 867.700747 1102.311263
UbiqLog_30_F_ISE_abs_v01 128612.518811 234214.075302 54.912378 796.0 82585.545585 796.0 46026.973226 2101.0 261.0 535.0 0 0 632 138 13.3027638191 12.0 632 138 13.3027638191 12.0 505 54 5.07914572864 4.0 34060 20.54649 172191.255391 234214.075302 73.518748 1497.0 102507.110478 1497.0 69684.144913 3305.0 1497.0 0 0 0 1121 54 5.6539746159 4.0 1121 54 5.6539746159 4.0 1121 54 5.6539746159 4.0 19649 27.192247 172185.596616 234214.075302 73.516332 1492.0 102456.646747 1492.0 69728.949869 3307.0 1487.0 0 5.0 0 1114 54 5.67962466488 4.0 1114 54 5.67962466488 4.0 1112 54 5.65549597855 4.0 19661 26.729797 128612.518811 234214.075302 54.912378 796.0 82585.545585 796.0 46026.973226 2101.0 261.0 535.0 0 0 632 138 13.3027638191 12.0 632 138 13.3027638191 12.0 505 54 5.07914572864 4.0 33922 20.782288 128612.518811 234214.075302 54.912378 796.0 82585.545585 796.0 46026.973226 2101.0 261.0 535.0 0 0 632 138 13.3027638191 12.0 632 138 13.3027638191 12.0 505 54 5.07914572864 4.0 33934 20.386153 69 1136 167.637681159 67.0 4 69 11567 42653 98.164326 191.77578 310.486596
UbiqLog_30_F_IS_rel_v01 67483.166912 151815.074836 44.4509 302.0 43831.72969 302.0 23651.437222 1194.0 237.0 64.0 1.0 0 282 1759 25.9668874172 6.0 282 1759 25.9668874172 6.0 258 1759 24.6920529801 5.0 8230 69.84061 68909.067007 151815.074836 45.390135 332.0 43687.944476 332.0 25221.122531 1274.0 332.0 0 0 0 305 1759 23.3192771084 5.0 305 1759 23.3192771084 5.0 305 1759 23.3192771084 5.0 5920 68.872868 68792.926294 151815.074836 45.313633 332.0 43768.316297 332.0 25024.609997 1264.0 331.0 0 1.0 0 305 1759 23.3463855422 5.0 305 1759 23.3463855422 5.0 305 1759 23.3222891566 5.0 5922 69.157372 67520.88425 151815.074836 44.475744 305.0 43964.667192 305.0 23556.217058 1189.0 238.0 67.0 0 0 284 1759 25.7344262295 6.0 284 1759 25.7344262295 6.0 257 1759 24.468852459 5.0 8226 69.96296 67483.166912 151815.074836 44.4509 302.0 43831.72969 302.0 23651.437222 1194.0 237.0 64.0 1.0 0 282 1759 25.9668874172 6.0 282 1759 25.9668874172 6.0 258 1759 24.6920529801 5.0 8228 69.88635 40 1759 224.575 65.5 3 40 8983 8982 57.805516 810.347056 937.993182
UbiqLog_31_F_ISE_abs_v01 327552.566644 1027350.48028 31.883235 1470.0 240102.812781 1470.0 87449.753863 3106.0 551.0 916.0 2.0 1.0 1272 2328 26.3102040816 8.0 1272 2328 26.3102040816 8.0 1072 388 11.6217687075 4.0 60852 137.941163 412820.094849 1027350.48028 40.182986 2402.0 303555.801238 2402.0 109264.293611 3943.0 2402.0 0 0 0 1956 388 15.4088259784 5.0 1956 388 15.4088259784 5.0 1956 388 15.4088259784 5.0 36521 140.978002 412719.451073 1027350.48028 40.173189 2396.0 303309.492853 2396.0 109409.958219 3948.0 2392.0 0 4.0 0 1950 388 15.4461602671 5.0 1950 388 15.4461602671 5.0 1950 388 15.4286310518 5.0 36721 142.069201 327613.566838 1027350.48028 31.889173 1474.0 240309.477583 1474.0 87304.089255 3101.0 555.0 919.0 0 0 1276 2328 26.2408412483 8.0 1276 2328 26.2408412483 8.0 1076 388 11.6126187246 4.0 59925 139.554538 327630.327883 1027350.48028 31.890804 1471.0 240180.574019 1471.0 87449.753863 3106.0 551.0 916.0 4.0 0 1273 2328 26.2923181509 8.0 1273 2328 26.2923181509 8.0 1073 388 11.6179469748 4.0 60125 137.486137 92 3975 440.913043478 49.5 4 92 40564 1596375 355.468039 887.069782 1380.478984
UbiqLog_31_F_IS_rel_v01 125919.639787 457534.657445 27.521334 433.0 89765.329643 433.0 36154.310145 1597.0 396.0 37.0 0 0 426 10392 54.207852194 8.0 426 10392 54.207852194 8.0 411 5196 41.4757505774 7.0 10919 486.082138 128149.964785 457534.657445 28.008799 439.0 90480.30328 439.0 37669.661505 1661.0 439.0 0 0 0 432 5196 53.277904328 7.0 432 5196 53.277904328 7.0 432 5196 53.277904328 7.0 8734 490.695584 128149.964785 457534.657445 28.008799 439.0 90480.30328 439.0 37669.661505 1661.0 439.0 0 0 0 432 5196 53.277904328 7.0 432 5196 53.277904328 7.0 432 5196 53.277904328 7.0 8772 485.200027 125919.639787 457534.657445 27.521334 433.0 89765.329643 433.0 36154.310145 1597.0 396.0 37.0 0 0 426 10392 54.207852194 8.0 426 10392 54.207852194 8.0 411 5196 41.4757505774 7.0 10852 489.255245 125919.639787 457534.657445 27.521334 433.0 89765.329643 433.0 36154.310145 1597.0 396.0 37.0 0 0 426 10392 54.207852194 8.0 426 10392 54.207852194 8.0 411 5196 41.4757505774 7.0 10890 487.535077 57 5332 439.157894737 45.0 3 57 25032 25031 183.958008 2124.96161 2795.001756
UbiqLog_33_F_ISE_abs_v01 692736.712784 1845429.27961 37.537971 3213.0 470577.914767 3213.0 222158.798017 9270.0 1683.0 1530.0 0 0 2616 581 25.989729225 6.0 2616 581 25.989729225 6.0 2234 94 7.11671335201 4.0 176762 551.207756 1096442.32316 1845429.27961 59.413944 7861.0 796703.027886 7861.0 299739.295271 12832.0 7861.0 0 0 0 6721 94 9.33265487851 5.0 6721 94 9.33265487851 5.0 6721 94 9.33265487851 5.0 110393 1238.130492 1096403.70032 1845429.27961 59.411851 7862.0 796664.405051 7862.0 299739.295271 12832.0 7861.0 0 1.0 0 6722 94 9.33184940219 5.0 6722 94 9.33184940219 5.0 6722 94 9.33057746121 5.0 110442 1245.760134 692736.712784 1845429.27961 37.537971 3213.0 470577.914767 3213.0 222158.798017 9270.0 1683.0 1530.0 0 0 2616 581 25.989729225 6.0 2616 581 25.989729225 6.0 2234 94 7.11671335201 4.0 176576 597.760616 692736.712784 1845429.27961 37.537971 3213.0 470577.914767 3213.0 222158.798017 9270.0 1683.0 1530.0 0 0 2616 581 25.989729225 6.0 2616 581 25.989729225 6.0 2234 94 7.11671335201 4.0 176625 664.713429 159 4047 524.7125 68.0 3 160 83954 94870 2297.810809 13881.592422 16730.610987
UbiqLog_33_F_IS_rel_v01 397687.44639 1266835.28687 31.392198 1683.0 283741.488773 1683.0 113945.957617 4715.0 1499.0 183.0 1.0 0 1309 26476 34.651218063 5.0 1309 26476 34.651218063 5.0 1180 6620 22.4278074866 4.0 30265 2013.972162 427496.21447 1266835.28687 33.745209 1801.0 308692.646714 1801.0 118803.567756 4911.0 1801.0 0 0 0 1301 6620 32.2620766241 4.0 1301 6620 32.2620766241 4.0 1301 6620 32.2620766241 4.0 25280 2027.343587 427439.308694 1266835.28687 33.740717 1799.0 308613.52644 1799.0 118825.782254 4912.0 1798.0 0 1.0 0 1297 6620 32.2968315731 4.0 1297 6620 32.2968315731 4.0 1297 6620 32.2912729294 4.0 25304 2055.188079 397794.431385 1266835.28687 31.400643 1685.0 283729.157214 1685.0 114065.274171 4720.0 1504.0 181.0 0 0 1308 26476 34.6071216617 5.0 1308 26476 34.6071216617 5.0 1182 6620 22.4071216617 4.0 30233 2059.595538 397687.44639 1266835.28687 31.392198 1683.0 283741.488773 1683.0 113945.957617 4715.0 1499.0 183.0 1.0 0 1309 26476 34.651218063 5.0 1309 26476 34.651218063 5.0 1180 6620 22.4278074866 4.0 30257 2041.787549 94 6620 661.305263158 80.0 3 95 62824 62823 545.220336 18181.356915 20740.549413
